"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
"Pakistan","564","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","11.90903232","12.98819457","12.93974735","13.58826995","13.88557402","13.34024074","11.18922127","13.19440479","12.36224333","12.06032996","11.37841030",
"Jordan","439","Broad money, percent change","FMB_PCH_PT","Value","9.69461851","6.91263116","8.09809529","3.98606334","0.22199635","1.28399233","4.83338580","5.83223947","6.72405025","5.50959305","5.59141488",
"Qatar","453","Oil real GDP growth, constant prices, percent change","NGDPO_R_PCH_PT","Value","-0.03218680","-0.68199447","-0.77693294","-0.84724682","-2.26427670","-0.31262691","-1.84052145","-1.85897913","-0.28365003","1.73634727","2.35528733",
"Bahrain","419","Exports of goods and services, billions of US dollars","BX_USD","Value","34102925531.91490200","32069148936.17030300","25652925531.91490200","23782180851.06390000","26881914893.61710000","29959042553.19150200","29564361702.12770500","25249202127.65959500","35234574468.08519700","44581914893.61710400","37172663006.81009700",
"Djibouti","611","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","410203113.29342902","380210786.86140198","355431391.79471898","398172280.69929200","556253069.12119997","445218318.76424003","493814067.87426907","676657858.93796694","578115046.29810905","581205974.84149599","572768367.56596100",
"Oman","449","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","5.22744440","1.29219561","5.01731812","5.04620702","0.30410902","1.28720051","-1.12966666","-3.37845594","3.09211485","4.31103646","1.17844358",
"Sudan","732","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","1.95514459","4.66138000","4.90604000","4.69998000","0.76786000","-2.28995000","-2.49980000","-3.62981000","0.50000000","-2.50000000","-18.30000000",
"Iraq","433","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","42.16840160","38.15224805","30.63424100","28.02357264","33.56853914","39.32446660","36.11296002","29.24153159","36.71320484","46.38001452","42.28256783",
"Turkmenistan","925","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","14.06322819","14.03046963","13.50056665","10.18347380","12.21215876","11.31951941","11.24176702","11.44057264","10.71662724","12.00609559","10.79954771",
"Pakistan","564","Balance on Current Account, US Dollars","BCA_USD","Value","-2496000000.00000000","-3130000000.00000000","-2815000000.00000000","-4961000000.00000000","-12270000000.00000000","-19195000000.00000000","-13434000000.00000000","-4449000000.00000000","-2820000000.00000000","-17481000000.00000000",,
"Armenia","911","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","2251600000.00000000","1489400000.00000000","1775300000.00000000","2204100000.00000000","2314100000.00000000","2259300000.00000000","2849700000.00000000","2615500000.00000000","3229900000.00000000","4111800000.00000000","4323145151.33611010",
"Algeria","612","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","35.78544441","33.30477230","30.54371392","28.61354527","32.55785785","33.47554858","32.20238518","30.52954717","29.85178878","34.19183569","33.65312723",
"MENA","441","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","3268465540190.54000000","3351618275682.24020000","2957767918229.85010000","2966038251418.53960000","3029395954326.10060000","3158492522157.56930000","3088346856470.00980000","2719920213749.06010000","3195068363618.89990000","3848013439654.81010000","3769574117124.37010000",
"Jordan","439","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","2.60993599","3.38410031","2.49653700","1.99417139","2.47361663","1.91907961","1.75123972","-1.60664492","2.22297032","2.50382092","2.60000000",
"Armenia","911","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","3.41192283","3.60659290","3.25389087","0.19500310","7.51796274","5.22481930","7.63133930","-7.15075946","5.68381848","12.60391886","7.03159585",
"Kuwait","443","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","1.14903885","0.50113266","0.59276370","2.92586823","-4.71210621","2.43401170","-0.55206616","-8.85500782","1.14545952","8.86330683","-0.60682400",
"Iran, Islamic Republic of","429","Non-Oil real GDP growth, constant prices, percent change","NGDPXO_R_PCH_PT","Value","-1.29074751","3.56073886","-2.56470890","3.98063079","2.79586562","-0.69486908","1.10894515","3.64762487","3.90452124","3.47859959","2.79764046",
"Pakistan","564","Imports of goods and services, billions of US dollars","BM_USD","Value","48445000000.00000000","49663000000.00000000","50205000000.00000000","50120000000.00000000","58577000000.00000000","67948000000.00000000","62805000000.00000000","52398000000.00000000","62734000000.00000000","84485000000.00000000","60042000000.00000000",
"CCA","949","Imports of goods and services, billions of US dollars","BM_USD","Value","147441473880.66699000","139444492903.68301000","116825871864.48099000","103764743643.45399000","109810023070.87300000","121245238979.92700000","132052881770.15401000","113425210686.12300000","128708367495.62399000","165975180850.03400000","177480782834.84601000",
"Qatar","453","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","42150824175.82420300","43088296703.29670000","37228434065.93409700","31722390109.89009900","14906868131.86809900","30451868131.86809900","39739258241.75820200","40933516483.51650200","42157857142.85710100","47369890109.89009900","51708861215.22251100",
"Afghanistan","512","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","7041450212.68114090","7310576125.42259980","6807892533.24376960","7356541205.95502000","8138630654.79505060","8272749151.88108060","8572658061.07766060","9762656827.45578960",,,,
"Saudi Arabia","456","Gross international reserves, Central Bank, billions of US Dollars","FAFAR_USD","Value","725724800000.00000000","732353333333.33301000","616418133333.33301000","535797333333.33301000","496423466666.66699000","496589066666.66699000","499576266666.66699000","453656000000.00000000","455370666666.66699000","459850666666.66699000","430896166335.02301000",
"Kazakhstan","916","Imports of goods and services, billions of US dollars","BM_USD","Value","63249300000.00000000","56299800000.00000000","44885800000.00000000","36448300000.00000000","41159200000.00000000","47068600000.00000000","52661700000.00000000","46501800000.00000000","49468700000.00000000","59173600000.00000000","64547082848.28520200",
"Lebanon","446","Imports of goods and services, billions of US dollars","BM_USD","Value","34232608419.39400100","33660974695.07730100","31251610537.27590600","31205082694.13839700","32286611908.97880200","33237700978.33829900","31356570032.98630100","15385075345.35380000","17553783435.18840000","24073929642.55239900",,
"Turkmenistan","925","Oil real GDP growth, constant prices, percent change","NGDPO_R_PCH_PT","Value","-0.51994693","8.16280943","-15.23943957","-26.28324421","-35.35738664","7.18622820","11.42781196","-8.76616508","20.14516881","-1.50078065","3.15156311",
"Qatar","453","Exports of goods and services, billions of US dollars","BX_USD","Value","144510439560.44000000","140228846153.84698000","92291208791.20880100","72484340659.34069800","85204395604.39559900","102560989010.98900000","92046153846.15379300","70933241758.24169900","105549450549.45000000","161692857142.85699000","132799723985.96600000",
"Uzbekistan","927","Exports of goods and services, billions of US dollars","BX_USD","Value","13593828180.05690200","12927445990.89220000","11845394383.33820000","10549916892.61910100","12412218530.13960300","14135137288.33309900","17025733993.05320000","14536446559.47419900","16442040412.36170000","21925553085.87070100","27708360380.37580100",
"Azerbaijan","912","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","74160497105.52870200","75240297064.41700700","50844208968.01570100","37829587428.78610200","41375176470.58820300","47112941176.47059600","48174235294.11759900","42693000000.00000000","54825411764.70590200","78721058823.52940400","77392291844.62879900",
"CCA","949","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","5.58254906","4.55820886","2.89339869","1.59320693","3.86680858","4.00078419","4.11560908","-2.04065317","5.66715735","4.79957389","4.57036137",
"Saudi Arabia","456","Crude oil exports, millions of barrels per day","NXGOC_MBD","Value","7569863.01369863","7153424.65753425","7163013.69863014","7483835.61643836","6968328.76712329","7371506.84931507","7037000.00000000","6632320.54794521","6227339.72602740","7363500.00000000","6371427.97387483",
"Jordan","439","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","4.89825811","2.98887751","-1.09758704","-0.62419169","3.61385831","4.45063834","0.67742359","0.39691733","1.31919435","4.22442728","2.68716689",
"MENA","441","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","2.51882646","3.09935729","2.93738204","4.68169211","1.93853535","2.08479659","0.94157246","-2.95434695","3.99230239","5.59130410","2.03314373",
"GCC","450","Non-Oil real GDP growth, constant prices, percent change","NGDPXO_R_PCH_PT","Value","6.71799904","5.96712712","4.74588324","3.23286069","2.52703861","-0.01186496","2.67584205","-4.06784804","5.24868666","5.27585042","4.27428330",
"Kyrgyz Republic","917","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","10.91546948","4.02403863","3.87582544","4.33585589","4.73993725","3.45921399","4.60062566","-7.14897758","5.50700763","6.33175292","3.37484953",
"Pakistan","564","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","7.36117896","8.62094091","4.52462092","2.86436083","4.14773255","3.92489299","6.73846216","10.74145829","8.90146164","12.14787383","29.18123643",
"Saudi Arabia","456","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","17.96640403","9.62141419","-8.47276891","-3.57998785","1.46352195","8.50142723","4.55895307","-3.10702527","5.10294815","13.60405751","5.94625353",
"Libya","672","Balance on Current Account, US Dollars","BCA_USD","Value","9900000.00000145","-18997540106.19559900","-9204840502.70907970","-4704084213.61872960","4413909522.04563050","11274044690.98370000","4641804071.04086970","-3976358812.98806950","-1896368558.03479000","12422050000.00000000","8544156831.80140970",
"Uzbekistan","927","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","7.29655037","6.87383844","7.21877351","5.93215080","4.39527463","5.87974287","5.98153348","1.99558128","7.40336860","5.66882062","5.48895777",
"MENAP","440","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","3547309637467.27000000","3643655725259.41020000","3277754841773.18020000","3297680919231.25000000","3387508208456.35940000","3533056547955.62990000","3428293753033.62990000","3040465782508.13040000","3558490990587.66990000","4222670941893.66060000","4110209642185.77050000",
"Mauritania","682","Consumer price inflation, percent change, year average","PCPI_PCH_PT","Value","4.13131400","3.77235186","0.48621588","1.47171046","2.26935160","3.05287834","2.30633566","2.38194787","3.55830298","9.55349178","7.50691063",
"Morocco","686","Exports of goods and services, billions of US dollars","BX_USD","Value","35100394089.67120400","36175698318.70379600","33295832009.85649500","34391060341.78369900","38765237498.97329700","43244414113.28929900","44046474793.07099900","37420986980.43900300","47137982207.23590100","58661443817.93730900","57275245106.63980100",
"Bahrain","419","Total revenue Excl. grants, Gen govt, percent of GDP","GGRXG_GDP_GDP_PT","Value","24.17525800","24.54699114","17.39204173","15.53472859","16.44605550","19.66160394","20.12837628","14.71880519","17.83962154","21.02722393","21.49544870",
"Yemen, Republic of","474","Total government debt, Gen govt, percent of GDP","GGD_GDP_GDP_PT","Value","48.43184261","48.94994435","57.05039413","75.34891690","83.99681875","89.53508505","94.60908113","89.47443336","74.42622820","66.03128958","66.41475471",
"Lebanon","446","Broad money, percent change","FMB_PCH_PT","Value","9.00400778","5.97194655","5.09811835","7.24774409","4.06256059","3.59942650","-6.56957648","-4.21710699","-1.05724507","11.02162090",,
"Egypt","469","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","303194013612.60199000","321634374997.05103000","350119482651.23102000","351442965839.93903000","246825700461.34799000","263156311683.42804000","317894338193.52502000","382525257758.66498000","423300333527.45099000","475231025602.18103000","398397460698.70294000",
"Libya","672","Current account balance, in percent of GDP","BCA_GDP_GDP_PT","Value","0.01313829","-33.11214824","-18.89402428","-9.42457944","6.57292544","14.70231385","6.70011163","-8.47456053","-5.38370665","32.86632634","21.25735731",
"Uzbekistan","927","Total external debt, in percent of GDP","D_GDP_GDP_PT","Value","14.76718020","15.58850959","16.59856709","18.50396480","39.84825446","33.38089977","43.30755458","57.67314124","58.28857380","53.82921129","53.06373212",
"Iraq","433","Imports of goods and services, billions of US dollars","BM_USD","Value","84549555813.95350600","86679613860.46510300","71785080658.40939300","67025873293.47409800","82279361452.57409700","86391292518.95289600","95568710830.18820200","77824655599.20440700","74482313772.74029500","94495492000.00000000","111028354192.63902000",
"GCC","450","Balance on Current Account, US Dollars","BCA_USD","Value","346927396919.50299000","237791584652.80099000","-33100680705.89219700","-38004654752.74980200","41722732873.21530200","143123446835.86200000","92822200783.23759500","-15351990375.39440200","153800124262.69501000","350772697989.34998000","203600965429.69800000",
"Libya","672","Gross domestic product, constant prices, percent change","NGDP_R_PCH_PT","Value","-17.99789140","-23.04280583","-0.84265625","-1.49094112","32.49180219","7.94136785","-11.19569459","-29.45611664","28.33475200","-9.62028126","12.54775796",
"Sudan","732","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","52892493680.63880200","60725692653.85679600","64533762539.48430600","64887930285.56510200","48905718285.85369900","33432169362.27310200","33586113754.95230100","34467896933.10420200","34787546286.12570200","33752138235.06860000","25568558972.47200400",
"Mauritania","682","Exports of goods and services, billions of US dollars","BX_USD","Value","2809770105.08757020","2103453374.65369030","1634736921.32039000","1670610375.81556010","1996817779.42898960","2145219115.31269000","2631865618.13357020","2862280626.89625980","3284686863.28784940","4172464011.12520980","4012165489.73798040",
"Algeria","612","Gross domestic product, current prices, billions of US dollars","NGDPD_USD","Value","209754763860.67999000","213810005541.14499000","165979224316.66699000","160033892812.45700000","167497586588.13300000","174867728803.37299000","171672529820.80301000","145655533077.61801000","163137878259.23999000","195059568307.21201000","224106724235.67902000",
